course_id,neg_count,pos_count,num_chapters,n_videos,n_exercises,n_problems,n_users_content_interaction,assignment_coverage,video_coverage,discussion_coverage,problems_attempted,attempts_total,correct_total,correct_rate_course,comments_total,commenters_total,views_total,viewers_total,unique_videos_viewed,enrollment_count,num_inactive_users,inactive_rate,avg_video_duration_sec,avg_exercise_correct_rate_course,avg_exercise_attempt_rate_course,avg_video_access_rate_course,qs_rank,progress_ratio,CQS_num,course_name,CQV,CQS
C_1811720,0,0,5,47,23,404,7.0,0.0,1,1.0,404,1450,1285,0.0,60.0,6.0,4.0,2.0,3,420,413.0,0.9833333333333332,,0.0,0.0,0.0425531914893617,,0.0,2,血液学检验,0.3562952505975543,Excellent
C_682318,0,0,11,42,1,20,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,微观经济学,0.0,Needs Improvement
C_1755958,0,0,10,34,29,245,6.0,0.0,1,1.0,232,292,152,0.0,12.0,2.0,10.0,5.0,7,164,158.0,0.9634146341463414,308.58785294117644,0.0,0.0,0.0588235294117647,40.0,0.0,2,英语语法和写作风格（国际版）,0.4199623071346818,Excellent
C_696864,0,0,8,40,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,421.426175,0.0,0.0,0.0,20.0,0.0,0,教育学导引,0.0,Needs Improvement
C_1875512,0,0,5,48,32,137,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,35,35.0,1.0,,0.0,0.0,0.0,,0.0,0,理工创新工坊,0.0,Needs Improvement
C_1742805,0,0,30,222,100,226,15.0,0.0,0,1.0,4,4,1,0.0,281.0,15.0,0.0,0.0,0,116,101.0,0.8706896551724138,463.97488372093017,0.0,0.0,0.0,,0.0,0,C++编程训练营,0.143711799625738,Needs Improvement
C_681934,0,0,9,28,1,21,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,玩转英美,0.0,Needs Improvement
C_1896509,0,0,6,25,6,85,15.0,0.0,1,0.0,15,27,13,0.0,0.0,0.0,32.0,15.0,9,159,144.0,0.9056603773584906,517.47928,0.0,0.0,0.0826666666666666,,0.0,0,现代数字信号处理,0.2027942952125613,Needs Improvement
C_1816152,0,0,9,63,9,127,1.0,0.0,1,0.0,1,1,0,0.0,0.0,0.0,3.0,1.0,1,1025,1024.0,0.9990243902439024,,0.0,0.0,0.0158730158730158,316.0,0.0,0,临床伦理与科研道德,0.0151050215237305,Needs Improvement
C_2266776,0,0,3,15,2,24,11.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,23.0,11.0,0,82,71.0,0.8658536585365854,,0.0,0.0,0.1393939393939393,,0.0,0,Biomedical Sensors,0.0,Needs Improvement
C_840089,0,0,13,50,13,365,4.0,0.0,0,1.0,0,0,0,0.0,45.0,4.0,0.0,0.0,0,395,391.0,0.9898734177215188,,0.0,0.0,0.0,,0.0,1,工程热力学,0.2212132026416697,Acceptable
C_1844117,0,0,6,45,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,385.0,0.0,0,Automation Control Theory/Fundamental of Control Engineering,0.0,Needs Improvement
C_681301,0,0,6,31,6,127,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,232,232.0,1.0,,0.0,0.0,0.0,,0.0,0,材料学概论,0.0,Needs Improvement
C_681679,0,0,1,23,18,116,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,544,544.0,1.0,,0.0,0.0,0.0,,0.0,0,创新创业基础,0.0,Needs Improvement
C_676942,0,0,7,94,16,519,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,440.6367659574468,0.0,0.0,0.0,,0.0,0,世界跨文化交流,0.0,Needs Improvement
C_1756069,0,0,9,235,45,172,19.0,0.0,1,0.0,23,34,28,0.0,0.0,0.0,131.0,18.0,12,334,315.0,0.94311377245509,265.59667965367964,0.8958333333333333,0.0666666666666666,0.0286052009456264,20.0,0.0,1,Data Structures and Algorithm Design Part I,0.2589788427703773,Acceptable
C_1824917,0,0,13,18,13,173,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,62,62.0,1.0,552.4763888888889,0.0,0.0,0.0,,0.0,0,护理伦理学Nursine Ethics,0.0,Needs Improvement
C_707067,0,1,8,30,7,100,9.0,0.0,1,1.0,25,25,19,0.0,29.0,8.0,11.0,1.0,11,4498,4489.0,0.9979991107158738,,0.0,0.0,0.3666666666666666,431.0,0.0,1,食物营养与食品安全,0.2489441320160623,Acceptable
C_682219,0,0,23,47,5,159,0.0,0.0,0,0.0,19,37,29,0.0,0.0,0.0,0.0,0.0,0,892,892.0,1.0,,0.0,0.0,0.0,,0.0,1,速成汉语语法课堂,0.2572328662431737,Acceptable
C_681103,1,0,3,25,0,0,2.0,0.0,1,1.0,0,0,0,0.0,1.0,1.0,4.0,1.0,4,945,943.0,0.997883597883598,,0.0,0.0,0.16,20.0,0.0,0,区块链技术入门——高校区块链大赛培训,0.0617335634197515,Needs Improvement
C_1776310,0,2,6,42,0,0,4.0,0.0,1,1.0,0,0,0,0.0,13.0,3.0,1.0,1.0,1,388,384.0,0.9896907216494846,631.5437857142857,0.0,0.0,0.0238095238095238,,0.0,0,水彩绘堂,0.0309172145112834,Needs Improvement
C_2229905,0,0,7,30,7,68,0.0,0.0,0,0.0,33,48,20,0.0,0.0,0.0,0.0,0.0,0,1931,1931.0,1.0,622.6304666666667,0.0,0.0,0.0,20.0,0.0,1,新冠肺炎预防及治疗中的药物研发,0.3080534802882773,Acceptable
C_756654,7,25,22,81,20,121,41.0,0.0,1,1.0,0,0,0,0.0,80.0,34.0,24.0,7.0,15,7819,7778.0,0.9947563627062284,430.12291139240506,0.0,0.0,0.0388007054673721,14.0,0.0,1,医学免疫学原理,0.2425356152670896,Acceptable
C_1025064,1,5,14,89,14,140,20.0,0.0,0,1.0,130,346,251,0.0,60.0,20.0,0.0,0.0,0,2521,2501.0,0.992066640222134,624.4458295454546,0.0,0.0,0.0,431.0,0.0,2,思想政治教育学原理,0.5861882015141167,Excellent
C_1903983,0,0,9,51,9,378,204.0,0.0,1,1.0,378,3877,2554,0.0,6.0,4.0,731.0,200.0,43,8716,8512.0,0.976594768242313,,0.6428571428571429,0.1111111111111111,0.0674509803921568,,0.0,1,学前教育学,0.3160447598498157,Acceptable
C_735111,0,2,7,17,17,50,20.0,0.0,0,1.0,0,0,0,0.0,60.0,20.0,0.0,0.0,0,2372,2352.0,0.9915682967959528,,0.0,0.0,0.0,,0.0,1,道德与利益,0.230690741837928,Acceptable
C_735099,5,29,6,54,24,222,163.0,0.0,1,1.0,222,1810,1257,0.0,44.0,16.0,528.0,146.0,30,2668,2505.0,0.9389055472263867,543.5185555555555,0.5220620358235037,0.6041666666666666,0.0553018772196854,,0.0,1,能源学术英语,0.2952162450113916,Acceptable
C_2135546,0,0,12,94,13,324,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,34,34.0,1.0,,0.0,0.0,0.0,,0.0,0,创业管理,0.0,Needs Improvement
C_733993,1,1,10,30,10,250,9.0,0.0,0,1.0,0,0,0,0.0,20.0,9.0,0.0,0.0,0,3733,3724.0,0.9975890704527188,,0.0,0.0,0.0,489.0,0.0,1,房屋建筑学,0.2245968790364588,Acceptable
C_696882,2,4,5,35,20,135,11.0,0.0,0,1.0,0,0,0,0.0,11.0,10.0,1.0,1.0,0,4860,4849.0,0.9977366255144032,,0.0,0.0,0.0285714285714285,396.0,0.0,1,钢琴弹奏基础,0.2448096266503392,Acceptable
C_2301717,0,0,6,57,68,68,2.0,0.0,0,0.0,8,8,7,0.0,0.0,0.0,0.0,0.0,0,849,847.0,0.9976442873969376,,0.9,0.0735294117647058,0.0,302.0,0.0,0,线性系统理论,0.1666666666666666,Needs Improvement
C_681643,1,1,10,99,54,520,19.0,0.0,0,1.0,0,0,0,0.0,48.0,19.0,0.0,0.0,0,2393,2374.0,0.9920601755119096,510.6128282828283,0.0,0.0,0.0,,0.0,1,电工电子技术,0.2245968790364588,Acceptable
C_862963,0,0,10,26,10,74,3.0,0.0,0,1.0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,13594,13591.0,0.9997793144034132,629.9040384615384,0.0,0.0,0.0,,0.0,1,数字电路与逻辑设计实验,0.2245968790364588,Acceptable
C_2059319,0,0,7,33,40,213,1.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,33,32.0,0.9696969696969696,,0.0,0.0,0.0303030303030303,,0.0,0,Dynamical Simulation of Construction Machinery,0.0191392280307944,Needs Improvement
C_681952,0,0,6,35,34,296,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,487.3919457142858,0.0,0.0,0.0,,0.0,0,运动与解剖学,0.0,Needs Improvement
C_697306,1,0,8,53,16,28,5.0,0.0,0,1.0,0,0,0,0.0,9.0,5.0,0.0,0.0,0,1825,1820.0,0.9972602739726028,,0.0,0.0,0.0,20.0,0.0,1,应用信息论基础,0.2546440075000701,Acceptable
C_682267,0,1,7,26,24,151,2.0,0.0,0,1.0,0,0,0,0.0,6.0,2.0,0.0,0.0,0,984,982.0,0.9979674796747968,,0.0,0.0,0.0,,0.0,1,供暖工程,0.230690741837928,Acceptable
C_948294,0,0,9,13,9,80,2.0,0.0,0,1.0,0,0,0,0.0,9.0,2.0,0.0,0.0,0,168,166.0,0.988095238095238,,0.0,0.0,0.0,205.0,0.0,1,习主席边海防建设重要论述,0.2262006512675489,Acceptable
C_697506,0,0,7,90,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,161,161.0,1.0,,0.0,0.0,0.0,,0.0,0,纺织技术管理,0.0,Needs Improvement
C_1814260,0,0,11,34,25,78,8.0,0.0,1,0.0,15,21,18,0.0,0.0,0.0,11.0,8.0,2,192,184.0,0.9583333333333334,509.05158823529416,0.0,0.0,0.0404411764705882,,0.0,0,Pediatrics,0.1284835001464493,Needs Improvement
C_681721,0,0,6,30,2,17,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,185,185.0,1.0,,0.0,0.0,0.0,1201.0,0.0,0,亲子创意游戏多,0.0,Needs Improvement
C_682575,1,3,9,37,9,64,27.0,0.0,0,1.0,64,411,353,0.0,61.0,26.0,1.0,1.0,0,1304,1277.0,0.9792944785276072,502.5251351351352,0.0,0.0,0.027027027027027,,0.0,2,劳动关系实务操作,0.3711927988983816,Excellent
C_774889,0,1,3,32,0,0,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,903,901.0,0.9977851605758582,682.1287500000001,0.0,0.0,0.0,,0.0,0,女大学生个人提升与职业发展,0.0,Needs Improvement
C_756665,1,2,9,74,64,206,30.0,0.0,1,1.0,206,1249,923,0.0,119.0,22.0,17.0,3.0,7,14258,14228.0,0.9978959180810772,579.6274594594595,0.5448757848757848,0.1875,0.0765765765765765,,0.0,1,建设工程招投标与合同管理,0.3295862426098312,Acceptable
C_758183,19,119,10,34,31,230,839.0,0.0,0,1.0,0,0,0,0.0,10749.0,839.0,0.0,0.0,0,10030,9191.0,0.9163509471585244,,0.0,0.0,0.0,489.0,0.0,1,大学化学Ⅰ,0.2262006512675489,Acceptable
C_1765591,0,0,11,37,10,65,3.0,0.0,1,1.0,56,72,67,0.0,7.0,1.0,2.0,2.0,2,123,120.0,0.975609756097561,538.8064594594595,0.0,0.0,0.027027027027027,,0.0,2,Wisdom of Life from Confucius,0.4203844350858196,Excellent
C_2338948,0,0,9,95,11,22,0.0,0.0,0,0.0,6,6,3,0.0,0.0,0.0,0.0,0.0,0,11,11.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,C语言程序设计,0.20858381109569,Needs Improvement
C_1910478,0,0,3,3,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,1001.0,0.0,0,“导师论坛”专题在线公益讲座——河海大学,0.0,Needs Improvement
C_735146,1,0,13,41,0,0,34.0,0.0,0,1.0,0,0,0,0.0,237.0,34.0,0.0,0.0,0,2073,2039.0,0.9835986493005306,,0.0,0.0,0.0,,0.0,0,药事管理学,0.0,Needs Improvement
C_947252,7,13,8,56,7,486,51.0,0.0,1,1.0,161,2857,1511,0.0,87.0,44.0,18.0,2.0,18,27165,27114.0,0.99812258420762,,0.7166666666666666,0.1714285714285714,0.1607142857142857,,0.0,2,国际金融专题,0.3869907086318024,Excellent
C_697632,0,0,10,36,16,135,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,7,7.0,1.0,1195.25,0.0,0.0,0.0,,0.0,0,微观化学世界（2018春）,0.0,Needs Improvement
C_2297236,0,0,5,28,28,89,14.0,0.0,0,1.0,89,3161,1642,0.0,15.0,9.0,0.0,0.0,0,5551,5537.0,0.9974779319041616,,0.5704029304029304,0.0642857142857142,0.0,20.0,0.0,2,物联网概论,0.4339510376828876,Excellent
C_697584,0,0,5,101,18,402,2.0,0.0,0,1.0,0,0,0,0.0,37.0,2.0,0.0,0.0,0,783,781.0,0.9974457215836526,,0.0,0.0,0.0,,0.0,0,化工单元过程与操作,0.14905890426971,Needs Improvement
C_1844112,0,1,10,88,8,200,65.0,0.0,1,1.0,200,776,658,0.0,4.0,1.0,2651.0,65.0,56,176,111.0,0.6306818181818182,,0.0,0.0,0.2227272727272727,,0.0,1,人类行为与社会环境,0.3099486332125611,Acceptable
C_680952,0,2,8,52,7,35,3.0,0.0,0,1.0,0,0,0,0.0,16.0,3.0,0.0,0.0,0,3873,3870.0,0.9992254066615028,361.0346153846154,0.0,0.0,0.0,20.0,0.0,1,生物医学工程导论,0.230690741837928,Acceptable
C_696836,0,0,7,27,18,310,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,186.5512222222222,0.0,0.0,0.0,205.0,0.0,0,Introduction to Management Accounting,0.0,Needs Improvement
C_681920,0,0,6,42,1,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,914.1282682926828,0.0,0.0,0.0,,0.0,0,邮票上的昆虫世界,0.0,Needs Improvement
C_682239,4,10,18,117,16,170,24.0,0.0,0,1.0,0,0,0,0.0,47.0,24.0,0.0,0.0,0,11948,11924.0,0.9979912956143288,,0.0,0.0,0.0,,0.0,1,无处不在—传染病,0.2190625625250125,Acceptable
C_682742,2,13,9,58,11,135,28.0,0.0,0,1.0,0,0,0,0.0,42.0,28.0,0.0,0.0,0,5623,5595.0,0.9950204517161656,836.1458103448276,0.0,0.0,0.0,,0.0,1,财务报表分析,0.2339676537145735,Acceptable
C_696617,0,0,11,32,10,206,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,500,500.0,1.0,,0.0,0.0,0.0,,0.0,0,教育环境中跨文化交流的秘密,0.0,Needs Improvement
C_681084,0,2,4,24,24,100,5.0,0.0,0,1.0,0,0,0,0.0,7.0,5.0,0.0,0.0,0,4423,4418.0,0.998869545557314,,0.0,0.0,0.0,,0.0,1,计算机绘图与CAD,0.2448096266503392,Acceptable
C_1776287,0,0,15,43,0,0,2.0,0.0,0,1.0,0,0,0,0.0,5.0,2.0,0.0,0.0,0,2584,2582.0,0.9992260061919505,,0.0,0.0,0.0,1001.0,0.0,0,包装材料学B,0.0,Needs Improvement
C_2328542,0,0,7,31,6,87,0.0,0.0,0,0.0,85,85,62,0.0,0.0,0.0,0.0,0.0,0,131,131.0,1.0,,0.0,0.0,0.0,,0.0,2,空间造型基础,0.6436033029588607,Excellent
C_854868,1,5,4,25,0,0,8.0,0.0,0,1.0,0,0,0,0.0,10.0,8.0,0.0,0.0,0,5580,5572.0,0.9985663082437276,892.2775789473685,0.0,0.0,0.0,20.0,0.0,0,法学高级入门,0.0,Needs Improvement
C_2328479,0,0,13,17,13,38,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,115,114.0,0.991304347826087,,0.6666666666666666,0.0769230769230769,0.0,,0.0,0,测井综合解释方法,0.0,Needs Improvement
C_682022,0,0,5,30,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1137.935,0.0,0.0,0.0,20.0,0.0,0,智能车制作：嵌入式系统,0.0,Needs Improvement
C_682322,1,0,8,48,8,96,4.0,0.0,0,1.0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,1991,1987.0,0.9979909593169262,,0.0,0.0,0.0,547.0,0.0,1,机械振动,0.2281819352982207,Acceptable
C_837735,3,2,13,93,12,421,20.0,0.0,1,1.0,0,0,0,0.0,39.0,19.0,1.0,1.0,1,6912,6892.0,0.9971064814814816,548.4747096774194,0.0,0.0,0.010752688172043,20.0,0.0,1,汽车发动机原理,0.2356411005293026,Acceptable
C_2328484,0,0,7,57,6,161,0.0,0.0,0,0.0,14,29,14,0.0,0.0,0.0,0.0,0.0,0,162,162.0,1.0,,0.0,0.0,0.0,,0.0,0,建筑工程量清单计价,0.1846990312590646,Needs Improvement
C_907948,2,3,10,41,9,120,16.0,0.0,0,1.0,0,0,0,0.0,23.0,16.0,0.0,0.0,0,2709,2693.0,0.994093761535622,590.3706666666666,0.0,0.0,0.0,,0.0,1,摄影摄像艺术,0.2262006512675489,Acceptable
C_696771,0,0,9,58,0,0,3.0,0.0,1,1.0,0,0,0,0.0,2.0,2.0,1.0,1.0,1,1926,1923.0,0.9984423676012462,,0.0,0.0,0.0172413793103448,1001.0,0.0,0,管理学,0.0148860662461734,Needs Improvement
C_1844106,0,0,11,115,9,180,118.0,0.0,1,1.0,180,554,383,0.0,9.0,3.0,817.0,117.0,48,8072,7954.0,0.9853815659068385,,0.7670859538784067,0.7407407407407408,0.0571534745447788,,0.0,1,教育统计学,0.2778023991025218,Acceptable
C_2286953,0,0,14,90,57,287,6.0,0.0,0,0.0,284,549,220,0.0,0.0,0.0,6.0,3.0,0,943,937.0,0.9936373276776246,,0.8433962264150944,0.0584795321637426,0.0222222222222222,,0.0,2,电路理论,0.5066928778971033,Excellent
C_2221558,1,3,13,53,9,48,494.0,0.0,1,1.0,41,385,222,0.0,56.0,12.0,3602.0,460.0,29,2475,1981.0,0.8004040404040405,,0.629970066235778,0.6865079365079365,0.0833880229696472,,0.0,2,国际商务谈判与礼仪,0.3686354950048991,Excellent
C_629514,0,0,15,76,15,128,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,8,8.0,1.0,648.7130131578947,0.0,0.0,0.0,20.0,0.0,0,《资治通鉴》导读,0.0,Needs Improvement
C_696675,0,0,15,272,15,160,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,560.2,0.0,0.0,0.0,39.0,0.0,0,经济学,0.0,Needs Improvement
C_2218186,0,0,12,12,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,11,11.0,1.0,,0.0,0.0,0.0,,0.0,0,“金课”申报前核心准备工作,0.0,Needs Improvement
C_681263,0,0,10,88,67,129,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,21,21.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,西游记（2018春）,0.0,Needs Improvement
C_681786,0,0,7,32,18,84,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1065.5591935483872,0.0,0.0,0.0,20.0,0.0,0,IC设计与方法,0.0,Needs Improvement
C_747064,1,1,11,39,33,209,4.0,0.0,0,1.0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,5924,5920.0,0.99932478055368,,0.0,0.0,0.0,,0.0,0,自动控制原理,0.0509379510979917,Needs Improvement
C_2287003,1,0,10,130,18,132,32.0,0.0,1,1.0,132,518,359,0.0,4.0,2.0,112.0,29.0,3,4490,4458.0,0.9928730512249444,,0.8686131386861314,1.0,0.0291777188328912,,0.0,2,轮机英语听力与会话,0.6675069982869678,Excellent
C_682185,0,0,2,0,8,313,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,100,100.0,1.0,,0.0,0.0,0.0,141.0,0.0,0,AP*备考——环境科学，第四部分：考试复习,0.0,Needs Improvement
C_927975,0,0,4,34,4,89,3.0,0.0,0,1.0,0,0,0,0.0,10.0,3.0,0.0,0.0,0,437,434.0,0.9931350114416476,,0.0,0.0,0.0,,0.0,1,核反应堆物理分析(上),0.2448096266503392,Acceptable
C_697051,0,3,9,50,41,81,6.0,0.0,0,1.0,0,0,0,0.0,8.0,6.0,0.0,0.0,0,6063,6057.0,0.9990103908955964,419.552224489796,0.0,0.0,0.0,45.0,0.0,1,常见病的健康管理,0.2262006512675489,Acceptable
C_696832,1,0,7,96,114,594,73.0,0.0,1,1.0,379,1687,1191,0.0,12.0,5.0,365.0,66.0,70,3050,2977.0,0.976065573770492,,0.3926829268292683,0.1096491228070175,0.0511363636363636,252.0,0.0,0,结构力学（1）,0.1987688671366728,Needs Improvement
C_1755936,0,0,12,42,2,70,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,微观经济学（国际版）,0.0,Needs Improvement
C_682145,0,30,12,49,11,100,25.0,0.0,1,1.0,5,5,1,0.0,56.0,24.0,1.0,1.0,1,6133,6108.0,0.9959236915049732,,0.0,0.0,0.0204081632653061,,0.0,0,人体解剖学,0.1549620153699055,Needs Improvement
C_696537,0,0,11,75,11,66,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,408.2861333333333,0.0,0.0,0.0,20.0,0.0,0,大数据平台核心技术,0.0,Needs Improvement
C_682189,2,1,10,70,6,70,5.0,0.0,0,1.0,0,0,0,0.0,10.0,5.0,0.0,0.0,0,4452,4447.0,0.9988769092542678,662.3864117647058,0.0,0.0,0.0,20.0,0.0,1,面向对象程序设计（C++）,0.2384226894136091,Acceptable
C_943253,0,4,14,87,13,119,22.0,0.0,0,1.0,0,0,0,0.0,167.0,22.0,0.0,0.0,0,2490,2468.0,0.9911646586345382,784.7933023255814,0.0,0.0,0.0,430.0,0.0,1,商业计划书模块化制作与演示设计,0.2212132026416698,Acceptable
C_676948,0,1,6,37,0,0,4.0,0.0,1,1.0,0,0,0,0.0,4.0,3.0,1.0,1.0,1,1432,1428.0,0.9972067039106144,,0.0,0.0,0.027027027027027,1001.0,0.0,0,现代设计方法,0.0206114763408556,Needs Improvement
C_681355,4,11,10,32,21,59,21.0,0.0,1,1.0,4,4,4,0.0,39.0,20.0,1.0,1.0,1,5008,4987.0,0.9958067092651756,,0.0,0.0,0.03125,205.0,0.0,0,PPT入门到精通,0.1974158735618741,Needs Improvement
C_682514,0,0,12,33,28,172,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,335,335.0,1.0,409.64227586206897,0.0,0.0,0.0,,0.0,0,人类遗传探秘,0.0,Needs Improvement
C_677168,0,0,5,78,0,0,3.0,0.0,0,1.0,0,0,0,0.0,4.0,3.0,0.0,0.0,0,1443,1440.0,0.997920997920998,,0.0,0.0,0.0,,0.0,0,影视广告设计,0.0,Needs Improvement
C_676663,1,0,15,51,15,185,8.0,0.0,0,1.0,0,0,0,0.0,14.0,8.0,0.0,0.0,0,4811,4803.0,0.9983371440448972,499.13256862745095,0.0,0.0,0.0,431.0,0.0,1,分子生物学,0.2196866726186916,Acceptable
C_1844102,0,1,2,2,0,0,5.0,0.0,1,1.0,0,0,0,0.0,1.0,1.0,5.0,4.0,2,453,448.0,0.9889624724061812,,0.0,0.0,0.625,20.0,0.0,0,国医中药名家谈,0.0803847577293368,Needs Improvement
C_681731,0,0,13,46,9,18,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,50,48.0,0.96,,0.0,0.0,0.0,,0.0,0,金融科技与量化分析,0.0450604952020696,Needs Improvement
C_1875537,0,0,17,24,16,93,4.0,0.0,1,0.0,38,54,35,0.0,0.0,0.0,19.0,4.0,2,189,185.0,0.9788359788359788,600.3395652173913,0.0,0.0,0.1354166666666666,,0.0,0,Business Correspondence for International Trade,0.2061050651586216,Needs Improvement
C_697110,0,1,5,36,5,10,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,3515,3514.0,0.9997155049786628,154.41938888888888,0.0,0.0,0.0,271.0,0.0,1,运动与体能提升,0.2384226894136091,Acceptable
C_681047,0,0,8,53,17,268,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,1241,1239.0,0.9983883964544722,560.6080566037735,0.0,0.0,0.0,141.0,0.0,0,免疫学基础——第Ⅰ部分,0.1098349570550446,Needs Improvement
C_947664,0,0,10,69,19,401,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,数据结构,0.0,Needs Improvement
C_1814504,0,0,12,41,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,887.8258292682926,0.0,0.0,0.0,20.0,0.0,0,金融衍生品,0.0,Needs Improvement
C_696945,1,3,10,83,46,181,11.0,0.0,0,1.0,0,0,0,0.0,55.0,11.0,0.0,0.0,0,7418,7407.0,0.9985171205176596,,0.0,0.0,0.0,,0.0,0,家具设计与制造,0.2092094420096089,Needs Improvement
C_696875,1,16,8,18,8,80,13.0,0.0,0,1.0,0,0,0,0.0,54.0,13.0,0.0,0.0,0,11106,11093.0,0.998829461552314,,0.0,0.0,0.0,,0.0,1,创业管理,0.2281819352982207,Acceptable
C_2342504,0,0,16,0,16,210,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,无机非金属材料机械过程与设备,0.0,Needs Improvement
C_947147,0,3,7,66,7,85,46.0,0.0,1,1.0,1,1,1,0.0,120.0,14.0,624.0,32.0,1,2961,2915.0,0.9844647078689632,,0.0,0.0,0.0464015151515151,,0.0,1,智能会计,0.2611094942938742,Acceptable
C_681037,0,0,5,5,5,9,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,130,130.0,1.0,698.458,0.0,0.0,0.0,,0.0,0,Cities and the Challenge of Sustainable Development,0.0,Needs Improvement
C_697188,19,79,20,120,7,31,197.0,0.0,1,1.0,5,5,4,0.0,531.0,195.0,4.0,2.0,3,30312,30115.0,0.993500923726577,394.0492631578948,0.0,0.0,0.0166666666666666,20.0,0.0,0,新闻摄影,0.0365853658536585,Needs Improvement
C_681795,0,0,12,92,87,100,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,817.12825,0.0,0.0,0.0,20.0,0.0,0,自动控制理论（1）,0.0,Needs Improvement
C_735259,1,3,15,92,15,99,55.0,0.0,1,1.0,71,277,204,0.0,129.0,34.0,25.0,7.0,3,11802,11747.0,0.995339772919844,,0.6137542424011236,0.3142857142857142,0.0388198757763975,,0.0,1,毛泽东思想和中国特色社会主义理论体系概论,0.3033569268231889,Acceptable
